Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA20,MA252
2025-03-28 00:00:00-04:00,39.0,41.939998626708984,37.459999084472656,40.0,41091100,0.0,0.0,,,
2025-03-31 00:00:00-04:00,38.4900016784668,38.4900016784668,36.0,37.08000183105469,15194800,0.0,0.0,-0.07299995422363281,,
2025-04-01 00:00:00-04:00,38.5,53.27000045776367,37.20000076293945,52.56999969482422,38327800,0.0,0.0,0.4177453370780737,,
2025-04-02 00:00:00-04:00,55.90999984741211,64.62000274658203,51.400001525878906,61.36000061035156,52666800,0.0,0.0,0.16720564897383405,,
2025-04-03 00:00:00-04:00,55.38999938964844,57.645999908447266,48.2599983215332,53.79999923706055,27120600,0.0,0.0,-0.12320732232873588,,
2025-04-04 00:00:00-04:00,49.599998474121094,51.0,43.5099983215332,47.81999969482422,14469600,0.0,0.0,-0.11115240942451465,,
2025-04-07 00:00:00-04:00,43.8849983215332,52.0,42.15999984741211,49.849998474121094,11414700,0.0,0.0,0.04245083212571821,,
2025-04-08 00:00:00-04:00,54.14500045776367,54.79999923706055,42.36000061035156,43.61000061035156,13657200,0.0,0.0,-0.1251754875581177,,
2025-04-09 00:00:00-04:00,43.724998474121094,49.880001068115234,39.12099838256836,48.77000045776367,17229700,0.0,0.0,0.11832148074282056,,
2025-04-10 00:00:00-04:00,46.900001525878906,47.0,41.84400177001953,42.20000076293945,9404300,0.0,0.0,-0.1347139559802556,,
2025-04-11 00:00:00-04:00,42.5,44.880001068115234,41.02000045776367,43.75,5579500,0.0,0.0,0.036729839076727666,,
2025-04-14 00:00:00-04:00,46.79499816894531,46.849998474121094,42.400001525878906,43.61000061035156,4827000,0.0,0.0,-0.0031999860491070953,,
2025-04-15 00:00:00-04:00,43.560001373291016,44.7400016784668,40.0,40.779998779296875,6841300,0.0,0.0,-0.06489341415837857,,
2025-04-16 00:00:00-04:00,40.165000915527344,40.84000015258789,38.263999938964844,40.72999954223633,7206800,0.0,0.0,-0.0012260725492205804,,
2025-04-17 00:00:00-04:00,41.04999923706055,41.630001068115234,38.349998474121094,39.09000015258789,4844600,0.0,0.0,-0.040265146282356,,
2025-04-21 00:00:00-04:00,38.619998931884766,38.638999938964844,33.51499938964844,35.415000915527344,8116200,0.0,0.0,-0.09401379439025792,,
2025-04-22 00:00:00-04:00,36.97999954223633,39.61000061035156,36.0,38.5099983215332,9589300,0.0,0.0,0.08739227237034708,,
2025-04-23 00:00:00-04:00,42.07500076293945,43.948001861572266,40.15999984741211,41.619998931884766,7651500,0.0,0.0,0.08075826398082642,,
2025-04-24 00:00:00-04:00,42.54999923706055,43.5,38.79999923706055,41.77000045776367,9376700,0.0,0.0,0.003604073275552011,,
2025-04-25 00:00:00-04:00,41.95000076293945,44.36000061035156,40.900001525878906,41.540000915527344,8765600,0.0,0.0,-0.005506333246725559,44.19375,
2025-04-28 00:00:00-04:00,42.0099983215332,43.33000183105469,39.779998779296875,42.02000045776367,5194600,0.0,0.0,0.011555116313367808,44.29475002288818,
2025-04-29 00:00:00-04:00,42.20500183105469,46.45000076293945,41.0099983215332,42.81999969482422,10493600,0.0,0.0,0.019038534705982713,44.58174991607666,
2025-04-30 00:00:00-04:00,41.0,41.5099983215332,39.5,41.29999923706055,6100200,0.0,0.0,-0.03549744205036509,44.018249893188475,
2025-05-01 00:00:00-04:00,47.025001525878906,48.349998474121094,44.029998779296875,44.31999969482422,13001600,0.0,0.0,0.07312349911749338,43.16624984741211,
2025-05-02 00:00:00-04:00,46.93899917602539,51.81999969482422,45.79999923706055,51.56999969482422,9199600,0.0,0.0,0.16358303361736426,43.05474987030029,
2025-05-05 00:00:00-04:00,50.42900085449219,52.779998779296875,49.70000076293945,51.0099983215332,6432300,0.0,0.0,-0.01085905325974279,43.214249801635745,
2025-05-06 00:00:00-04:00,49.36000061035156,54.832000732421875,49.06100082397461,54.29499816894531,9644400,0.0,0.0,0.06439913655173335,43.436499786376956,
2025-05-07 00:00:00-04:00,54.90999984741211,54.90999984741211,51.400001525878906,53.599998474121094,5940300,0.0,0.0,-0.012800436840639473,43.93599967956543,
2025-05-08 00:00:00-04:00,54.709999084472656,55.70000076293945,52.77000045776367,55.0,6264000,0.0,0.0,0.0261194321965299,44.24749965667725,
